ID,Vendor ID,Is Preferred,Has Master,Consulting Only,Doc Type,Analyst J,User ID,OrgID,Change Order, Scaled C Total , Scaled Amount ,Submitted Date,System Entered Date,Contract Execute Date,Prelim Days,System Days,Total Days,NumPending,New system
328,86,TRUE,TRUE,TRUE,Consulting,FALSE,59,4,TRUE,0.090513852,0.117064109,2/3/2015,2/5/2015,3/3/2015,3,19,21,11,FALSE
329,62,FALSE,FALSE,TRUE,Consulting,FALSE,12,20,FALSE,0.189705197,0.158564321,2/24/2015,2/26/2015,3/24/2015,3,19,21,14,FALSE
330,61,FALSE,TRUE,FALSE,Consulting,FALSE,82,1,FALSE,0.127686006,0.153151112,11/30/2014,12/2/2014,12/29/2014,2,20,21,2,FALSE
331,9,FALSE,FALSE,FALSE,Professional Services,FALSE,10,4,TRUE,0.107727252,0.12274161,8/2/2015,8/4/2015,8/31/2015,2,20,21,15,FALSE
332,9,FALSE,FALSE,FALSE,Professional Services,FALSE,10,4,TRUE,0.123996015,0.117169189,5/2/2015,5/4/2015,6/1/2015,1,21,21,24,FALSE
333,78,FALSE,TRUE,FALSE,Professional Services,FALSE,61,4,FALSE,0.117985429,0.143733719,3/2/2016,3/2/2016,3/30/2016,1,21,21,16,FALSE
334,82,FALSE,TRUE,FALSE,Software,FALSE,85,4,TRUE,0.121399354,0.142643116,4/28/2016,4/28/2016,5/26/2016,1,21,21,12,FALSE
335,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,12,FALSE,0.095815413,0.122210903,8/16/2016,8/16/2016,9/13/2016,1,21,21,19,FALSE
336,40,FALSE,TRUE,FALSE,Professional Services,FALSE,81,4,FALSE,0.09435035,0.120788609,9/20/2016,9/20/2016,10/18/2016,1,21,21,11,FALSE
337,20,TRUE,TRUE,FALSE,Professional Services,TRUE,40,4,TRUE,0.1180932,0.108689852,1/25/2017,1/25/2017,2/22/2017,1,21,21,7,FALSE
338,74,FALSE,FALSE,FALSE,Professional Services,FALSE,7,4,FALSE,0.099778737,0.126058528,9/22/2017,9/29/2017,10/19/2017,6,15,20,21,TRUE
339,78,FALSE,TRUE,FALSE,Professional Services,TRUE,73,13,FALSE,0.127109274,0.127663916,9/20/2017,9/26/2017,10/17/2017,5,16,20,20,TRUE
340,120,FALSE,FALSE,FALSE,Professional Services,TRUE,54,8,FALSE,0.09578808,0.122184368,7/13/2018,7/18/2018,8/9/2018,4,17,20,5,TRUE
341,80,TRUE,TRUE,TRUE,Consulting,FALSE,112,7,TRUE,0.156824366,0.181438847,1/7/2015,1/9/2015,2/3/2015,3,18,20,12,FALSE
342,86,TRUE,TRUE,TRUE,Consulting,FALSE,123,1,FALSE,0.18259513,0.206457296,1/21/2015,1/23/2015,2/17/2015,3,18,20,9,FALSE
343,36,FALSE,TRUE,TRUE,Consulting,FALSE,23,9,FALSE,0.085018771,0.111729444,7/6/2015,7/8/2015,7/31/2015,3,18,20,8,FALSE
344,20,TRUE,TRUE,FALSE,Managed Team,FALSE,42,9,TRUE,0.271066849,0.177384974,7/7/2015,7/9/2015,8/3/2015,3,18,20,9,FALSE
345,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,11,FALSE,0.090109593,0.116671651,9/29/2015,10/1/2015,10/26/2015,3,18,20,15,FALSE
346,70,FALSE,FALSE,FALSE,Legal,TRUE,65,4,FALSE,0.079962116,0.106820405,10/5/2017,10/9/2017,11/1/2017,3,18,20,25,TRUE
347,56,FALSE,FALSE,FALSE,Professional Services,FALSE,63,12,FALSE,0.113787038,0.13965789,1/4/2015,1/6/2015,2/1/2015,2,19,20,17,FALSE
348,20,TRUE,TRUE,FALSE,Professional Services,FALSE,74,1,FALSE,0.133613815,0.158905872,3/15/2015,3/17/2015,4/12/2015,2,19,20,14,FALSE
349,20,TRUE,TRUE,FALSE,Managed Team,FALSE,30,13,FALSE,0.124475331,0.150034164,7/11/2015,7/13/2015,8/7/2015,1,20,20,10,FALSE
350,17,FALSE,FALSE,FALSE,Professional Services,FALSE,6,12,FALSE,0.086542601,0.113208789,9/8/2015,9/8/2015,10/5/2015,1,20,20,19,FALSE
351,61,FALSE,TRUE,FALSE,Professional Services,FALSE,30,15,TRUE,0.116265483,0.119238945,2/23/2016,2/23/2016,3/21/2016,1,20,20,15,FALSE
352,86,TRUE,TRUE,TRUE,Consulting,FALSE,23,3,FALSE,0.133802372,0.159088925,3/10/2016,3/10/2016,4/6/2016,1,20,20,16,FALSE
353,88,FALSE,FALSE,FALSE,Software,FALSE,36,4,TRUE,0.137184318,0.11097783,6/20/2016,6/20/2016,7/15/2016,1,20,20,14,FALSE
354,20,TRUE,TRUE,FALSE,Professional Services,TRUE,105,13,TRUE,0.475726827,0.186412451,7/11/2016,7/11/2016,8/5/2016,1,20,20,14,FALSE
355,7,FALSE,FALSE,FALSE,Professional Services,FALSE,14,3,FALSE,0.092672415,0.119159658,9/20/2016,9/20/2016,10/17/2016,1,20,20,11,FALSE
356,130,FALSE,FALSE,FALSE,Professional Services,FALSE,1,12,FALSE,0.08133288,0.108151153,10/7/2016,10/7/2016,11/3/2016,1,20,20,19,FALSE
357,120,FALSE,FALSE,FALSE,Professional Services,FALSE,119,4,TRUE,0.086358101,0.10992504,3/7/2017,3/7/2017,4/3/2017,1,20,20,14,FALSE
358,20,TRUE,TRUE,FALSE,Professional Services,FALSE,117,4,FALSE,0.216542349,0.239413508,12/10/2014,12/12/2014,1/5/2015,3,17,19,6,FALSE
359,20,TRUE,TRUE,FALSE,Professional Services,FALSE,17,13,TRUE,0.731142853,0.50197617,12/10/2014,12/12/2014,1/5/2015,3,17,19,6,FALSE
360,45,FALSE,TRUE,FALSE,Professional Services,FALSE,6,12,FALSE,0.106464455,0.114526269,8/4/2015,8/6/2015,8/28/2015,3,17,19,15,FALSE
361,20,TRUE,TRUE,FALSE,Professional Services,FALSE,40,4,TRUE,0.275802475,0.187815535,8/31/2015,9/2/2015,9/24/2015,3,17,19,15,FALSE
362,80,TRUE,TRUE,TRUE,Consulting,FALSE,112,10,FALSE,0.110738285,0.136698138,11/9/2014,11/11/2014,12/4/2014,2,18,19,1,FALSE
363,101,FALSE,FALSE,TRUE,Consulting,FALSE,42,9,TRUE,0.142281973,0.167320984,3/1/2015,3/3/2015,3/26/2015,2,18,19,14,FALSE
364,33,FALSE,TRUE,FALSE,Software,FALSE,131,13,TRUE,0.132996861,0.124474368,11/22/2015,11/24/2015,12/17/2015,2,18,19,18,FALSE
365,73,FALSE,TRUE,FALSE,Consulting,FALSE,111,12,TRUE,0.071056937,0.098175191,1/17/2015,1/19/2015,2/12/2015,1,19,19,13,FALSE
366,45,FALSE,TRUE,FALSE,Professional Services,FALSE,49,12,TRUE,0.108869783,0.109155515,2/18/2016,2/18/2016,3/15/2016,1,19,19,17,FALSE
367,20,TRUE,TRUE,FALSE,Professional Services,TRUE,110,19,FALSE,0.15374389,0.178448298,5/5/2016,5/5/2016,5/31/2016,1,19,19,11,FALSE
368,36,FALSE,TRUE,TRUE,Consulting,FALSE,70,4,FALSE,0.135995321,0.161217855,6/13/2016,6/13/2016,7/7/2016,1,19,19,9,FALSE
369,86,TRUE,TRUE,TRUE,Professional Services,TRUE,55,4,FALSE,0.124344924,0.149907564,8/25/2016,8/25/2016,9/20/2016,1,19,19,20,FALSE
370,86,TRUE,TRUE,TRUE,Consulting,FALSE,56,4,FALSE,0.139441363,0.164563299,8/29/2016,8/29/2016,9/22/2016,1,19,19,19,FALSE
371,44,FALSE,FALSE,FALSE,Consulting,FALSE,38,3,FALSE,0.148439612,0.151399779,9/27/2016,9/27/2016,10/21/2016,1,19,19,13,FALSE
372,20,TRUE,TRUE,FALSE,Professional Services,TRUE,70,1,TRUE,0.177185485,0.106820405,10/11/2016,10/11/2016,11/4/2016,1,19,19,21,FALSE
373,86,TRUE,TRUE,TRUE,Consulting,FALSE,60,4,FALSE,0.097529892,0.123875333,10/21/2016,10/21/2016,11/16/2016,1,19,19,20,FALSE
374,92,FALSE,FALSE,FALSE,Consulting,FALSE,115,20,FALSE,0.089289595,0.109077236,4/18/2017,5/3/2017,5/11/2017,12,7,18,16,TRUE
375,85,FALSE,FALSE,FALSE,Professional Services,FALSE,73,15,FALSE,0.083378775,0.110137323,6/19/2017,6/28/2017,7/12/2017,8,11,18,17,TRUE
376,20,TRUE,TRUE,FALSE,Managed Team,TRUE,40,15,TRUE,0.261783585,0.122735236,7/13/2018,7/18/2018,8/7/2018,4,15,18,4,TRUE
377,132,TRUE,TRUE,FALSE,Professional Services,FALSE,72,4,TRUE,0.206086081,0.106820405,5/24/2017,5/29/2017,6/16/2017,4,15,18,12,TRUE
378,80,TRUE,TRUE,TRUE,Consulting,FALSE,112,7,TRUE,0.123456456,0.1191673,1/7/2015,1/9/2015,2/1/2015,3,16,18,12,FALSE
379,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,1,FALSE,0.132086663,0.125660498,2/2/2015,2/4/2015,2/25/2015,3,16,18,10,FALSE
380,22,FALSE,TRUE,FALSE,Consulting,FALSE,3,12,FALSE,0.108074385,0.134112004,3/3/2015,3/5/2015,3/26/2015,3,16,18,14,FALSE
381,80,TRUE,TRUE,TRUE,Consulting,TRUE,107,4,FALSE,0.094778935,0.121204683,10/15/2017,10/18/2017,11/8/2017,3,16,18,31,TRUE
382,20,TRUE,TRUE,FALSE,Professional Services,TRUE,70,4,FALSE,0.113845018,0.139714177,6/13/2016,6/13/2016,7/6/2016,1,18,18,9,FALSE
383,36,FALSE,TRUE,TRUE,Consulting,FALSE,56,4,FALSE,0.114018004,0.139882114,10/19/2015,10/19/2015,11/11/2015,1,18,18,13,FALSE
384,61,FALSE,TRUE,FALSE,Consulting,FALSE,2,15,FALSE,0.087284699,0.113929223,10/28/2015,10/28/2015,11/20/2015,1,18,18,16,FALSE
385,115,FALSE,FALSE,FALSE,Consulting,FALSE,118,13,FALSE,0.130990599,0.156359234,1/13/2016,1/13/2016,2/5/2016,1,18,18,16,FALSE
386,61,FALSE,TRUE,FALSE,Professional Services,TRUE,25,11,TRUE,0.11902382,0.124649236,3/4/2016,3/4/2016,3/29/2016,1,18,18,18,FALSE
387,61,FALSE,TRUE,FALSE,Professional Services,FALSE,30,19,FALSE,0.09273222,0.119217717,5/13/2016,5/13/2016,6/7/2016,1,18,18,10,FALSE
388,86,TRUE,TRUE,TRUE,Consulting,FALSE,101,4,TRUE,0.21306995,0.106820405,8/12/2016,8/12/2016,9/6/2016,1,18,18,17,FALSE
389,132,TRUE,TRUE,FALSE,Professional Services,TRUE,53,4,TRUE,0.121057688,0.106820405,8/18/2016,8/18/2016,9/12/2016,1,18,18,20,FALSE
390,29,TRUE,TRUE,TRUE,Consulting,TRUE,37,3,FALSE,0.120142024,0.145827357,10/20/2016,10/20/2016,11/14/2016,1,18,18,20,FALSE
391,29,TRUE,TRUE,TRUE,Consulting,FALSE,56,4,TRUE,0.100296156,0.106820405,12/1/2016,12/1/2016,12/26/2016,1,18,18,24,FALSE
392,20,TRUE,TRUE,FALSE,Professional Services,TRUE,117,4,TRUE,0.099231465,0.108182995,12/21/2016,12/21/2016,1/13/2017,1,18,18,21,FALSE
393,86,TRUE,TRUE,TRUE,Consulting,TRUE,50,19,TRUE,0.154763027,0.106820405,5/4/2017,5/25/2017,5/26/2017,16,2,17,14,TRUE
394,25,FALSE,TRUE,FALSE,Professional Services,TRUE,59,4,TRUE,0.086194102,0.106820405,11/28/2017,12/5/2017,12/20/2017,6,12,17,17,TRUE
395,47,FALSE,FALSE,FALSE,Professional Services,FALSE,65,12,TRUE,0.104015394,0.106820405,9/23/2018,9/28/2018,10/16/2018,5,13,17,5,TRUE
396,86,TRUE,TRUE,TRUE,Professional Services,FALSE,59,4,TRUE,0.134628657,0.106820405,4/15/2015,4/17/2015,5/7/2015,3,15,17,18,FALSE
397,73,FALSE,TRUE,FALSE,Consulting,FALSE,51,1,FALSE,0.123176017,0.14877278,11/30/2014,12/2/2014,12/23/2014,2,16,17,2,FALSE
398,36,FALSE,TRUE,TRUE,Consulting,FALSE,42,9,FALSE,0.250651147,0.24002782,3/1/2015,3/3/2015,3/24/2015,2,16,17,14,FALSE
399,132,TRUE,TRUE,FALSE,Professional Services,TRUE,53,4,TRUE,0.121057688,0.106820405,10/27/2016,10/28/2016,11/18/2016,2,16,17,23,FALSE
400,20,TRUE,TRUE,FALSE,Managed Team,TRUE,73,13,TRUE,0.191494874,0.145143352,3/13/2017,3/14/2017,4/4/2017,2,16,17,14,FALSE
401,86,TRUE,TRUE,TRUE,Consulting,FALSE,70,13,FALSE,0.094266662,0.120707365,10/20/2015,10/20/2015,11/11/2015,1,17,17,14,FALSE
402,42,FALSE,TRUE,TRUE,Consulting,FALSE,15,4,FALSE,0.132578662,0.157900938,11/2/2015,11/2/2015,11/24/2015,1,17,17,23,FALSE
403,86,TRUE,TRUE,TRUE,Professional Services,FALSE,70,4,FALSE,0.135995321,0.161217855,6/13/2016,6/13/2016,7/5/2016,1,17,17,9,FALSE
404,20,TRUE,TRUE,FALSE,Professional Services,TRUE,40,19,TRUE,0.497847167,0.106820405,7/26/2016,7/26/2016,8/17/2016,1,17,17,11,FALSE
405,120,FALSE,FALSE,FALSE,Professional Services,FALSE,54,1,FALSE,0.083160109,0.10992504,8/29/2016,8/29/2016,9/20/2016,1,17,17,19,FALSE
406,29,TRUE,TRUE,TRUE,Consulting,FALSE,99,4,FALSE,0.291546776,0.312228361,9/13/2016,9/13/2016,10/5/2016,1,17,17,12,FALSE
407,20,TRUE,TRUE,FALSE,Professional Services,TRUE,70,4,TRUE,0.113845018,0.106820405,10/5/2016,10/5/2016,10/27/2016,1,17,17,17,FALSE
408,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,12,TRUE,0.095815413,0.106820405,10/19/2016,10/19/2016,11/10/2016,1,17,17,24,FALSE
409,36,FALSE,TRUE,TRUE,Consulting,TRUE,56,4,TRUE,0.157861937,0.106820405,7/25/2017,8/14/2017,8/15/2017,15,2,16,21,TRUE
410,52,FALSE,TRUE,FALSE,Legal,FALSE,18,13,FALSE,0.079962116,0.106820405,1/23/2018,2/8/2018,2/13/2018,13,4,16,12,TRUE
411,45,FALSE,TRUE,FALSE,Professional Services,TRUE,12,12,FALSE,0.098297274,0.124620312,7/24/2017,8/3/2017,8/14/2017,9,8,16,19,TRUE
412,25,FALSE,TRUE,FALSE,Professional Services,FALSE,73,13,FALSE,0.084335439,0.11106606,3/28/2017,4/2/2017,4/18/2017,4,12,16,15,TRUE
413,29,TRUE,TRUE,TRUE,Consulting,FALSE,54,8,FALSE,0.10725343,0.133315015,9/28/2017,10/4/2017,10/19/2017,5,12,16,24,TRUE
414,36,FALSE,TRUE,TRUE,Consulting,FALSE,46,4,TRUE,0.807063054,0.183695412,3/3/2015,3/5/2015,3/24/2015,3,14,16,14,FALSE
415,68,FALSE,TRUE,FALSE,Professional Services,FALSE,73,16,FALSE,0.114128704,0.139989582,3/17/2015,3/19/2015,4/7/2015,3,14,16,16,FALSE
416,80,TRUE,TRUE,TRUE,Consulting,FALSE,112,7,TRUE,0.136174627,0.1191673,3/23/2015,3/25/2015,4/13/2015,3,14,16,22,FALSE
417,36,FALSE,TRUE,TRUE,Consulting,FALSE,34,19,FALSE,0.121381861,0.147031,4/22/2015,4/24/2015,5/13/2015,3,14,16,23,FALSE
418,61,FALSE,TRUE,FALSE,Consulting,FALSE,73,11,FALSE,0.100658868,0.120781312,5/20/2015,5/22/2015,6/10/2015,3,14,16,24,FALSE
419,86,TRUE,TRUE,TRUE,Consulting,TRUE,106,23,FALSE,0.113363099,0.139246327,9/21/2017,9/25/2017,10/12/2017,3,14,16,21,TRUE
420,99,FALSE,TRUE,TRUE,Consulting,FALSE,104,10,FALSE,0.181641882,0.205531876,11/30/2014,12/2/2014,12/22/2014,2,15,16,2,FALSE
421,1,FALSE,TRUE,FALSE,Professional Services,FALSE,50,12,FALSE,0.093082086,0.119557369,3/22/2015,3/24/2015,4/13/2015,2,15,16,18,FALSE
422,61,FALSE,TRUE,FALSE,Professional Services,FALSE,110,19,FALSE,0.104384393,0.114980023,10/26/2015,10/26/2015,11/16/2015,1,16,16,15,FALSE
423,36,FALSE,TRUE,TRUE,Consulting,FALSE,46,4,FALSE,0.095138231,0.12155349,11/2/2015,11/2/2015,11/23/2015,1,16,16,23,FALSE
424,88,FALSE,FALSE,FALSE,Software,FALSE,36,4,TRUE,0.15358428,0.12274161,9/27/2016,9/27/2016,10/18/2016,1,16,16,13,FALSE
425,20,TRUE,TRUE,FALSE,Managed Team,TRUE,95,13,FALSE,0.104886648,0.131017325,11/15/2016,11/15/2016,12/6/2016,1,16,16,26,FALSE
426,20,TRUE,TRUE,FALSE,Professional Services,TRUE,95,13,TRUE,0.2172995,0.19437541,2/21/2017,2/21/2017,3/14/2017,1,16,16,11,FALSE
427,20,TRUE,TRUE,FALSE,Professional Services,TRUE,27,13,TRUE,0.238349916,0.226351757,3/14/2017,3/14/2017,4/4/2017,1,16,16,13,FALSE
428,145,FALSE,TRUE,FALSE,Professional Services,TRUE,76,1,TRUE,0.143502403,0.106820405,6/7/2017,6/15/2017,6/27/2017,7,9,15,16,TRUE
429,47,FALSE,FALSE,FALSE,Professional Services,TRUE,80,12,TRUE,0.104015394,0.106820405,4/24/2018,4/29/2018,5/14/2018,4,11,15,9,TRUE
430,29,TRUE,TRUE,TRUE,Consulting,TRUE,54,16,FALSE,0.099336294,0.125629,3/27/2018,4/1/2018,4/16/2018,4,11,15,10,TRUE
431,36,FALSE,TRUE,TRUE,Consulting,FALSE,109,4,TRUE,0.110710679,0.106820405,2/23/2018,2/28/2018,3/15/2018,4,12,15,13,TRUE
432,58,FALSE,FALSE,FALSE,Software,FALSE,37,10,TRUE,0.117869809,0.119809455,12/9/2014,12/11/2014,12/29/2014,3,13,15,5,FALSE
433,136,FALSE,FALSE,FALSE,Professional Services,FALSE,105,13,FALSE,0.082012111,0.108810556,5/12/2015,5/14/2015,6/1/2015,3,13,15,24,FALSE
434,36,FALSE,TRUE,TRUE,Consulting,FALSE,73,11,FALSE,0.14761196,0.172495376,3/1/2015,3/3/2015,3/20/2015,2,14,15,14,FALSE
435,33,FALSE,TRUE,FALSE,Software,TRUE,105,13,TRUE,0.139499446,0.113133163,6/10/2016,6/10/2016,6/30/2016,1,15,15,8,FALSE
436,86,TRUE,TRUE,TRUE,Consulting,FALSE,98,19,TRUE,0.116384314,0.128555172,4/22/2016,4/22/2016,5/12/2016,1,15,15,12,FALSE
437,86,TRUE,TRUE,TRUE,Consulting,FALSE,117,13,FALSE,0.120962022,0.146623418,4/4/2015,4/6/2015,4/26/2015,1,15,15,17,FALSE
438,9,FALSE,FALSE,FALSE,Professional Services,FALSE,20,1,FALSE,0.096788477,0.123155562,9/24/2015,9/24/2015,10/14/2015,1,15,15,16,FALSE
439,20,TRUE,TRUE,FALSE,Professional Services,FALSE,35,4,TRUE,0.275802475,0.106820405,2/8/2016,2/8/2016,2/26/2016,1,15,15,17,FALSE
440,86,TRUE,TRUE,TRUE,Consulting,FALSE,101,4,FALSE,0.108931283,0.134943887,3/8/2016,3/8/2016,3/28/2016,1,15,15,17,FALSE
441,80,TRUE,TRUE,TRUE,Consulting,FALSE,123,1,FALSE,0.093047099,0.119523404,8/3/2016,8/3/2016,8/23/2016,1,15,15,18,FALSE
442,132,TRUE,TRUE,FALSE,Professional Services,FALSE,86,4,TRUE,0.48676318,0.214527356,9/1/2016,9/1/2016,9/21/2016,1,15,15,19,FALSE
443,86,TRUE,TRUE,TRUE,Consulting,FALSE,53,4,TRUE,0.104965362,0.110010617,10/28/2016,10/28/2016,11/17/2016,1,15,15,24,FALSE
444,86,TRUE,TRUE,TRUE,Consulting,FALSE,84,3,TRUE,0.098558307,0.106820405,11/28/2016,11/28/2016,12/16/2016,1,15,15,22,FALSE
445,145,FALSE,TRUE,FALSE,Professional Services,TRUE,120,30,FALSE,0.143502403,0.168505787,4/21/2017,5/4/2017,5/10/2017,10,5,14,16,TRUE
446,20,TRUE,TRUE,FALSE,Managed Team,TRUE,70,13,TRUE,0.327876604,0.106820405,1/25/2018,2/6/2018,2/13/2018,9,6,14,13,TRUE
447,29,TRUE,TRUE,TRUE,Consulting,FALSE,31,4,TRUE,0.098937966,0.106820405,11/30/2017,12/8/2017,12/19/2017,7,8,14,19,TRUE
448,36,FALSE,TRUE,TRUE,Consulting,TRUE,52,20,TRUE,0.304220667,0.106820405,10/19/2017,10/26/2017,11/7/2017,6,9,14,32,TRUE
449,134,FALSE,FALSE,FALSE,Professional Services,TRUE,36,4,TRUE,0.214196627,0.106820405,4/24/2018,4/29/2018,5/11/2018,4,10,14,8,TRUE
450,9,FALSE,FALSE,FALSE,Professional Services,FALSE,10,4,FALSE,0.113336039,0.139220057,3/17/2015,3/19/2015,4/3/2015,3,12,14,16,FALSE
451,8,FALSE,TRUE,FALSE,Software,FALSE,86,25,FALSE,0.109188762,0.13519385,11/30/2014,12/2/2014,12/18/2014,2,13,14,2,FALSE
452,56,FALSE,FALSE,FALSE,Professional Services,FALSE,63,4,FALSE,0.106612055,0.132692363,2/8/2015,2/10/2015,2/26/2015,2,13,14,13,FALSE
453,86,TRUE,TRUE,TRUE,Consulting,FALSE,122,4,FALSE,0.141460198,0.166523199,10/7/2016,10/7/2016,10/26/2016,1,14,14,19,FALSE
454,9,FALSE,FALSE,FALSE,Professional Services,FALSE,117,4,FALSE,0.090786091,0.117328401,5/31/2016,5/31/2016,6/17/2016,1,14,14,8,FALSE
455,20,TRUE,TRUE,FALSE,Professional Services,TRUE,97,13,TRUE,0.137684205,0.106820405,10/4/2016,10/4/2016,10/21/2016,1,14,14,15,FALSE
456,86,TRUE,TRUE,TRUE,Consulting,TRUE,37,4,TRUE,0.104965362,0.106820405,12/8/2016,12/8/2016,12/27/2016,1,14,14,20,FALSE
457,86,TRUE,TRUE,TRUE,Consulting,TRUE,37,4,TRUE,0.090973256,0.106820405,12/8/2016,12/8/2016,12/27/2016,1,14,14,20,FALSE
458,3,FALSE,FALSE,FALSE,Software,FALSE,128,10,FALSE,0.107970846,0.134011488,8/25/2018,8/27/2018,9/13/2018,1,14,14,6,FALSE
459,20,TRUE,TRUE,FALSE,Managed Team,TRUE,95,13,TRUE,0.166254486,0.166396758,2/21/2017,2/21/2017,3/10/2017,1,14,14,11,FALSE
460,86,TRUE,TRUE,TRUE,Professional Services,TRUE,27,4,FALSE,0.138515311,0.163664281,3/14/2017,3/14/2017,4/1/2017,1,14,14,13,FALSE
461,86,TRUE,TRUE,TRUE,Consulting,TRUE,79,13,FALSE,0.085433554,0.112132117,7/25/2017,8/9/2017,8/10/2017,12,2,13,19,TRUE
462,36,FALSE,TRUE,TRUE,Consulting,TRUE,95,13,TRUE,0.114128704,0.106820405,8/3/2017,8/10/2017,8/21/2017,6,8,13,26,TRUE
463,86,TRUE,TRUE,TRUE,Consulting,TRUE,95,13,FALSE,0.103439345,0.129612274,10/12/2017,10/18/2017,10/30/2017,5,9,13,23,TRUE
464,36,FALSE,TRUE,TRUE,Consulting,FALSE,111,1,FALSE,0.107528266,0.133581828,1/7/2015,1/9/2015,1/23/2015,3,11,13,12,FALSE
465,61,FALSE,TRUE,FALSE,Professional Services,FALSE,73,13,FALSE,0.102020885,0.128235222,10/2/2017,10/4/2017,10/18/2017,3,11,13,24,TRUE
466,36,FALSE,TRUE,TRUE,Consulting,FALSE,46,10,TRUE,0.727876383,0.154414327,12/21/2014,12/23/2014,1/7/2015,2,12,13,15,FALSE
467,25,FALSE,TRUE,FALSE,Professional Services,TRUE,59,4,TRUE,0.086194102,0.106820405,10/30/2017,10/31/2017,11/15/2017,2,12,13,27,TRUE
468,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,12,TRUE,0.101601866,0.116824229,12/12/2015,12/12/2015,12/30/2015,0,13,13,18,FALSE
469,73,FALSE,TRUE,FALSE,Consulting,FALSE,111,7,TRUE,0.084029307,0.110768864,4/18/2015,4/20/2015,5/6/2015,1,13,13,20,FALSE
470,49,FALSE,FALSE,TRUE,Consulting,FALSE,82,11,FALSE,0.115420201,0.141243377,10/20/2015,10/20/2015,11/5/2015,1,13,13,14,FALSE
471,9,FALSE,FALSE,FALSE,Professional Services,FALSE,96,15,FALSE,0.10449646,0.130638528,10/20/2015,10/20/2015,11/5/2015,1,13,13,14,FALSE
472,145,FALSE,TRUE,FALSE,Professional Services,FALSE,35,12,TRUE,0.101601866,0.106820405,4/7/2016,4/7/2016,4/25/2016,1,13,13,13,FALSE
473,103,FALSE,TRUE,FALSE,Consulting,FALSE,117,4,FALSE,0.095986246,0.122376749,9/12/2016,9/12/2016,9/28/2016,1,13,13,13,FALSE
474,86,TRUE,TRUE,TRUE,Consulting,FALSE,53,4,FALSE,0.101679219,0.12790353,9/23/2016,9/23/2016,10/11/2016,1,13,13,12,FALSE
475,29,TRUE,TRUE,TRUE,Consulting,FALSE,56,4,FALSE,0.100296156,0.126560842,10/4/2016,10/4/2016,10/20/2016,1,13,13,15,FALSE
476,86,TRUE,TRUE,TRUE,Consulting,FALSE,53,4,TRUE,0.101679219,0.106820405,10/17/2016,10/17/2016,11/2/2016,1,13,13,24,FALSE
477,86,TRUE,TRUE,TRUE,Consulting,FALSE,28,4,FALSE,0.111304494,0.137247818,11/1/2016,11/1/2016,11/17/2016,1,13,13,29,FALSE
478,120,FALSE,FALSE,FALSE,Professional Services,FALSE,28,4,FALSE,0.082271777,0.109062642,11/1/2016,11/1/2016,11/17/2016,1,13,13,29,FALSE
479,132,TRUE,TRUE,FALSE,Professional Services,TRUE,53,4,FALSE,0.096362078,0.12274161,11/18/2016,11/18/2016,12/6/2016,1,13,13,23,FALSE
480,73,FALSE,TRUE,FALSE,Consulting,FALSE,51,10,FALSE,0.512101122,0.526344154,12/8/2014,12/10/2014,12/23/2014,3,10,12,4,FALSE
481,9,FALSE,FALSE,FALSE,Professional Services,FALSE,83,4,FALSE,0.09150769,0.118028934,4/13/2015,4/15/2015,4/28/2015,3,10,12,18,FALSE
482,86,TRUE,TRUE,TRUE,Consulting,FALSE,69,13,TRUE,0.111302034,0.106820405,3/8/2017,3/10/2017,3/23/2017,3,10,12,16,FALSE
483,120,FALSE,FALSE,FALSE,Professional Services,FALSE,54,16,FALSE,0.083515441,0.11027,9/26/2017,9/28/2017,10/11/2017,3,10,12,23,TRUE
484,92,FALSE,FALSE,FALSE,Consulting,FALSE,98,28,FALSE,0.094995415,0.121414843,12/14/2014,12/16/2014,12/30/2014,2,11,12,11,FALSE
485,36,FALSE,TRUE,TRUE,Consulting,FALSE,116,10,TRUE,0.16958463,0.106820405,12/20/2014,12/22/2014,1/6/2015,1,12,12,13,FALSE
486,36,FALSE,TRUE,TRUE,Consulting,FALSE,116,12,TRUE,0.124451934,0.106820405,12/20/2014,12/22/2014,1/6/2015,1,12,12,13,FALSE
487,36,FALSE,TRUE,TRUE,Consulting,FALSE,104,9,FALSE,0.088572096,0.115179038,1/3/2015,1/5/2015,1/20/2015,1,12,12,12,FALSE
488,36,FALSE,TRUE,TRUE,Consulting,FALSE,104,9,FALSE,0.091578756,0.118097925,1/3/2015,1/5/2015,1/20/2015,1,12,12,12,FALSE
489,36,FALSE,TRUE,TRUE,Consulting,FALSE,104,9,FALSE,0.111395377,0.137336048,1/3/2015,1/5/2015,1/20/2015,1,12,12,12,FALSE
490,36,FALSE,TRUE,TRUE,Consulting,FALSE,104,9,FALSE,0.090895424,0.117434542,1/3/2015,1/5/2015,1/20/2015,1,12,12,12,FALSE
491,36,FALSE,TRUE,TRUE,Consulting,FALSE,104,9,FALSE,0.094995415,0.121414843,1/3/2015,1/5/2015,1/20/2015,1,12,12,12,FALSE
